course_id,provider,institution,title,subject,url,price,level,num_subscribers,num_lectures,num_reviews,rating,content_duration,language,published_timestamp
u-195576,udemy,udemy,Learn To Play The Drums Without A Drum Kit,Musical Instruments,https://www.udemy.com/learn-to-play-the-drums-without-a-drum-kit/,25,All Levels,1589,39,52,,2.0,,2014-06-27
u-1048302,udemy,udemy,Learn Travis Picking From Scratch,Musical Instruments,https://www.udemy.com/learn-travis-picking-from-scratch/,40,Intermediate Level,219,25,30,,1.5,,2017-01-01
u-560662,udemy,udemy,Instant Harmonica - how to get single notes in 5 easy steps,Musical Instruments,https://www.udemy.com/instant-harmonica-how-to-get-single-notes-in-5-easy-steps/,20,Beginner Level,835,7,10,,0.6333333333333333,,2015-07-22
u-661814,udemy,udemy,Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,Musical Instruments,https://www.udemy.com/piano-runs-fills-3-jazz-chromatic-chords-songs-ending/,70,All Levels,747,28,5,,1.0,,2015-11-10
u-640496,udemy,udemy,Teaching Music : Start teaching an instrument successfully.,Musical Instruments,https://www.udemy.com/teaching-piano-a-quick-guide-for-begginers/,30,Beginner Level,1337,18,5,,1.5,,2015-10-16
u-1200374,udemy,udemy,Strumming from scratch - Rhythm guitar lesson for Beginners,Musical Instruments,https://www.udemy.com/strumming-from-scratch-rhythm-guitar-lesson-for-beginners/,0,Beginner Level,530,13,11,,2.0,,2017-05-04
u-101498,udemy,udemy,Blues Guitar Lessons - From Texas To Carolina,Musical Instruments,https://www.udemy.com/jim-bruce-blues-guitar-lessons-texas-carolina/,20,Intermediate Level,1297,9,12,,2.5,,2013-10-13
u-729464,udemy,udemy,Instant Harmonica - play the groovy Beatles Yesterday today!,Musical Instruments,https://www.udemy.com/instant-harmonica-play-the-groovy-beatles-yesterday-today/,40,All Levels,295,14,7,,1.0,,2016-04-25
u-961630,udemy,udemy,Beginner Guitar Quick-Start Course,Musical Instruments,https://www.udemy.com/learn-guitar-in-30-minutes/,0,Beginner Level,2084,7,20,,1.0,,2016-09-28
u-544234,udemy,udemy,Mike G's Beginner Drum Course: Part 1,Musical Instruments,https://www.udemy.com/drumlessons/,35,Beginner Level,515,20,14,,3.0,,2015-11-01
u-517366,udemy,udemy,Guitar for Beginners - Learn the Basics,Musical Instruments,https://www.udemy.com/learnguitar/,20,Beginner Level,1026,19,13,,0.5166666666666666,,2015-06-12
u-271652,udemy,udemy,How To Play The Djembe: For Beginners,Musical Instruments,https://www.udemy.com/how-to-play-the-djembe-for-beginners/,30,All Levels,414,19,18,,1.0,,2014-11-11
u-760066,udemy,udemy,Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,Musical Instruments,https://www.udemy.com/blues-guitar-magic-volume-1/,45,All Levels,198,15,21,,2.5,,2016-02-12
